delay_hours,bug_probability,bug_rate_label,success_probability,successful_deployments,total_deployments,simulation_days
1.0000,0.002500,1 in 400,0.976403,1531,1568,180
1.2500,0.002500,1 in 400,0.965224,1249,1294,180
1.5000,0.002500,1 in 400,0.955210,1045,1094,180
1.7500,0.002500,1 in 400,0.962733,930,966,180
2.0000,0.002500,1 in 400,0.952164,836,878,180
2.2500,0.002500,1 in 400,0.942634,723,767,180
2.5000,0.002500,1 in 400,0.952974,689,723,180
2.7500,0.002500,1 in 400,0.934877,646,691,180
3.0000,0.002500,1 in 400,0.921667,553,600,180
3.2500,0.002500,1 in 400,0.918182,505,550,180
3.5000,0.002500,1 in 400,0.935662,509,544,180
3.7500,0.002500,1 in 400,0.915905,501,547,180
4.0000,0.002500,1 in 400,0.924099,487,527,180
4.2500,0.002500,1 in 400,0.904573,455,503,180
4.5000,0.002500,1 in 400,0.895349,385,430,180
4.7500,0.002500,1 in 400,0.882353,345,391,180
5.0000,0.002500,1 in 400,0.882812,339,384,180
5.2500,0.002500,1 in 400,0.875000,336,384,180
5.5000,0.002500,1 in 400,0.872063,334,383,180
5.7500,0.002500,1 in 400,0.902116,341,378,180
6.0000,0.002500,1 in 400,0.885027,331,374,180
6.2500,0.002500,1 in 400,0.885942,334,377,180
6.5000,0.002500,1 in 400,0.900804,336,373,180
6.7500,0.002500,1 in 400,0.883784,327,370,180
7.0000,0.002500,1 in 400,0.866848,319,368,180
7.2500,0.002500,1 in 400,0.865591,322,372,180
7.5000,0.002500,1 in 400,0.877384,322,367,180
7.7500,0.002500,1 in 400,0.887671,324,365,180
8.0000,0.002500,1 in 400,0.862360,307,356,180
8.2500,0.002500,1 in 400,0.855072,295,345,180
8.5000,0.002500,1 in 400,0.859756,282,328,180
8.7500,0.002500,1 in 400,0.820513,256,312,180
9.0000,0.002500,1 in 400,0.859779,233,271,180
9.2500,0.002500,1 in 400,0.791165,197,249,180
9.5000,0.002500,1 in 400,0.816594,187,229,180
9.7500,0.002500,1 in 400,0.801802,178,222,180
10.0000,0.002500,1 in 400,0.829493,180,217,180
10.2500,0.002500,1 in 400,0.800000,180,225,180
10.5000,0.002500,1 in 400,0.778261,179,230,180
10.7500,0.002500,1 in 400,0.767241,178,232,180
11.0000,0.002500,1 in 400,0.814815,176,216,180
11.2500,0.002500,1 in 400,0.781250,175,224,180
11.5000,0.002500,1 in 400,0.763158,174,228,180
11.7500,0.002500,1 in 400,0.775330,176,227,180
12.0000,0.002500,1 in 400,0.781250,175,224,180
1.0000,0.002648,1 in 378,0.962348,1508,1567,180
1.2500,0.002648,1 in 378,0.966667,1247,1290,180
1.5000,0.002648,1 in 378,0.965265,1056,1094,180
1.7500,0.002648,1 in 378,0.956341,920,962,180
2.0000,0.002648,1 in 378,0.956621,838,876,180
2.2500,0.002648,1 in 378,0.950262,726,764,180
2.5000,0.002648,1 in 378,0.933518,674,722,180
2.7500,0.002648,1 in 378,0.937591,646,689,180
3.0000,0.002648,1 in 378,0.906096,550,607,180
3.2500,0.002648,1 in 378,0.908273,505,556,180
3.5000,0.002648,1 in 378,0.910256,497,546,180
3.7500,0.002648,1 in 378,0.925926,500,540,180
4.0000,0.002648,1 in 378,0.894539,475,531,180
4.2500,0.002648,1 in 378,0.889558,443,498,180
4.5000,0.002648,1 in 378,0.886311,382,431,180
4.7500,0.002648,1 in 378,0.856061,339,396,180
5.0000,0.002648,1 in 378,0.872727,336,385,180
5.2500,0.002648,1 in 378,0.878947,334,380,180
5.5000,0.002648,1 in 378,0.862338,332,385,180
5.7500,0.002648,1 in 378,0.866492,331,382,180
6.0000,0.002648,1 in 378,0.880319,331,376,180
6.2500,0.002648,1 in 378,0.888889,328,369,180
6.5000,0.002648,1 in 378,0.894595,331,370,180
6.7500,0.002648,1 in 378,0.864499,319,369,180
7.0000,0.002648,1 in 378,0.881402,327,371,180
7.2500,0.002648,1 in 378,0.860274,314,365,180
7.5000,0.002648,1 in 378,0.862534,320,371,180
7.7500,0.002648,1 in 378,0.867769,315,363,180
8.0000,0.002648,1 in 378,0.876056,311,355,180
8.2500,0.002648,1 in 378,0.855491,296,346,180
8.5000,0.002648,1 in 378,0.849850,283,333,180
8.7500,0.002648,1 in 378,0.849180,259,305,180
9.0000,0.002648,1 in 378,0.855556,231,270,180
9.2500,0.002648,1 in 378,0.821862,203,247,180
9.5000,0.002648,1 in 378,0.803419,188,234,180
9.7500,0.002648,1 in 378,0.822727,181,220,180
10.0000,0.002648,1 in 378,0.795556,179,225,180
10.2500,0.002648,1 in 378,0.787611,178,226,180
10.5000,0.002648,1 in 378,0.784141,178,227,180
10.7500,0.002648,1 in 378,0.785088,179,228,180
11.0000,0.002648,1 in 378,0.791111,178,225,180
11.2500,0.002648,1 in 378,0.755556,170,225,180
11.5000,0.002648,1 in 378,0.766520,174,227,180
11.7500,0.002648,1 in 378,0.804651,173,215,180
12.0000,0.002648,1 in 378,0.820755,174,212,180
1.0000,0.002805,1 in 357,0.964263,1511,1567,180
1.2500,0.002805,1 in 357,0.962074,1243,1292,180
1.5000,0.002805,1 in 357,0.961644,1053,1095,180
1.7500,0.002805,1 in 357,0.948025,912,962,180
2.0000,0.002805,1 in 357,0.947668,833,879,180
2.2500,0.002805,1 in 357,0.926797,709,765,180
2.5000,0.002805,1 in 357,0.918056,661,720,180
2.7500,0.002805,1 in 357,0.904348,624,690,180
3.0000,0.002805,1 in 357,0.908789,548,603,180
3.2500,0.002805,1 in 357,0.928832,509,548,180
3.5000,0.002805,1 in 357,0.903461,496,549,180
3.7500,0.002805,1 in 357,0.920810,500,543,180
4.0000,0.002805,1 in 357,0.913208,484,530,180
4.2500,0.002805,1 in 357,0.887550,442,498,180
4.5000,0.002805,1 in 357,0.856502,382,446,180
4.7500,0.002805,1 in 357,0.889744,347,390,180
5.0000,0.002805,1 in 357,0.905660,336,371,180
5.2500,0.002805,1 in 357,0.851282,332,390,180
5.5000,0.002805,1 in 357,0.867347,340,392,180
5.7500,0.002805,1 in 357,0.866142,330,381,180
6.0000,0.002805,1 in 357,0.874332,327,374,180
6.2500,0.002805,1 in 357,0.875676,324,370,180
6.5000,0.002805,1 in 357,0.853723,321,376,180
6.7500,0.002805,1 in 357,0.870968,324,372,180
7.0000,0.002805,1 in 357,0.855228,319,373,180
7.2500,0.002805,1 in 357,0.879032,327,372,180
7.5000,0.002805,1 in 357,0.863014,315,365,180
7.7500,0.002805,1 in 357,0.865014,314,363,180
8.0000,0.002805,1 in 357,0.857143,312,364,180
8.2500,0.002805,1 in 357,0.860058,295,343,180
8.5000,0.002805,1 in 357,0.829341,277,334,180
8.7500,0.002805,1 in 357,0.830619,255,307,180
9.0000,0.002805,1 in 357,0.848148,229,270,180
9.2500,0.002805,1 in 357,0.795276,202,254,180
9.5000,0.002805,1 in 357,0.801724,186,232,180
9.7500,0.002805,1 in 357,0.778261,179,230,180
10.0000,0.002805,1 in 357,0.773913,178,230,180
10.2500,0.002805,1 in 357,0.769565,177,230,180
10.5000,0.002805,1 in 357,0.787611,178,226,180
10.7500,0.002805,1 in 357,0.751073,175,233,180
11.0000,0.002805,1 in 357,0.788288,175,222,180
11.2500,0.002805,1 in 357,0.750000,171,228,180
11.5000,0.002805,1 in 357,0.771300,172,223,180
11.7500,0.002805,1 in 357,0.796380,176,221,180
12.0000,0.002805,1 in 357,0.779279,173,222,180
1.0000,0.002971,1 in 337,0.966199,1515,1568,180
1.2500,0.002971,1 in 337,0.954299,1232,1291,180
1.5000,0.002971,1 in 337,0.949091,1044,1100,180
1.7500,0.002971,1 in 337,0.945890,909,961,180
2.0000,0.002971,1 in 337,0.946469,831,878,180
2.2500,0.002971,1 in 337,0.924381,709,767,180
2.5000,0.002971,1 in 337,0.926491,668,721,180
2.7500,0.002971,1 in 337,0.919308,638,694,180
3.0000,0.002971,1 in 337,0.899340,545,606,180
3.2500,0.002971,1 in 337,0.905626,499,551,180
3.5000,0.002971,1 in 337,0.900000,495,550,180
3.7500,0.002971,1 in 337,0.900000,495,550,180
4.0000,0.002971,1 in 337,0.913958,478,523,180
4.2500,0.002971,1 in 337,0.913131,452,495,180
4.5000,0.002971,1 in 337,0.880460,383,435,180
4.7500,0.002971,1 in 337,0.860759,340,395,180
5.0000,0.002971,1 in 337,0.861538,336,390,180
5.2500,0.002971,1 in 337,0.853093,331,388,180
5.5000,0.002971,1 in 337,0.869792,334,384,180
5.7500,0.002971,1 in 337,0.868766,331,381,180
6.0000,0.002971,1 in 337,0.877984,331,377,180
6.2500,0.002971,1 in 337,0.884097,328,371,180
6.5000,0.002971,1 in 337,0.845745,318,376,180
6.7500,0.002971,1 in 337,0.877717,323,368,180
7.0000,0.002971,1 in 337,0.871585,319,366,180
7.2500,0.002971,1 in 337,0.826667,310,375,180
7.5000,0.002971,1 in 337,0.859079,317,369,180
7.7500,0.002971,1 in 337,0.871233,318,365,180
8.0000,0.002971,1 in 337,0.818681,298,364,180
8.2500,0.002971,1 in 337,0.827988,284,343,180
8.5000,0.002971,1 in 337,0.837838,279,333,180
8.7500,0.002971,1 in 337,0.800633,253,316,180
9.0000,0.002971,1 in 337,0.820423,233,284,180
9.2500,0.002971,1 in 337,0.806452,200,248,180
9.5000,0.002971,1 in 337,0.741935,184,248,180
9.7500,0.002971,1 in 337,0.808036,181,224,180
10.0000,0.002971,1 in 337,0.757447,178,235,180
10.2500,0.002971,1 in 337,0.744770,178,239,180
10.5000,0.002971,1 in 337,0.768240,179,233,180
10.7500,0.002971,1 in 337,0.778261,179,230,180
11.0000,0.002971,1 in 337,0.785714,176,224,180
11.2500,0.002971,1 in 337,0.772321,173,224,180
11.5000,0.002971,1 in 337,0.743590,174,234,180
11.7500,0.002971,1 in 337,0.782222,176,225,180
12.0000,0.002971,1 in 337,0.806452,175,217,180
1.0000,0.003147,1 in 318,0.959770,1503,1566,180
1.2500,0.003147,1 in 318,0.952750,1230,1291,180
1.5000,0.003147,1 in 318,0.949772,1040,1095,180
1.7500,0.003147,1 in 318,0.958377,921,961,180
2.0000,0.003147,1 in 318,0.944191,829,878,180
2.2500,0.003147,1 in 318,0.913212,705,772,180
2.5000,0.003147,1 in 318,0.932133,673,722,180
2.7500,0.003147,1 in 318,0.926513,643,694,180
3.0000,0.003147,1 in 318,0.916107,546,596,180
3.2500,0.003147,1 in 318,0.868705,483,556,180
3.5000,0.003147,1 in 318,0.909256,501,551,180
3.7500,0.003147,1 in 318,0.895604,489,546,180
4.0000,0.003147,1 in 318,0.887006,471,531,180
4.2500,0.003147,1 in 318,0.877953,446,508,180
4.5000,0.003147,1 in 318,0.876430,383,437,180
4.7500,0.003147,1 in 318,0.875000,343,392,180
5.0000,0.003147,1 in 318,0.853165,337,395,180
5.2500,0.003147,1 in 318,0.829146,330,398,180
5.5000,0.003147,1 in 318,0.851948,328,385,180
5.7500,0.003147,1 in 318,0.827763,322,389,180
6.0000,0.003147,1 in 318,0.873351,331,379,180
6.2500,0.003147,1 in 318,0.862797,327,379,180
6.5000,0.003147,1 in 318,0.857527,319,372,180
6.7500,0.003147,1 in 318,0.831135,315,379,180
7.0000,0.003147,1 in 318,0.863271,322,373,180
7.2500,0.003147,1 in 318,0.867925,322,371,180
7.5000,0.003147,1 in 318,0.871935,320,367,180
7.7500,0.003147,1 in 318,0.850543,313,368,180
8.0000,0.003147,1 in 318,0.879552,314,357,180
8.2500,0.003147,1 in 318,0.857971,296,345,180
8.5000,0.003147,1 in 318,0.821212,271,330,180
8.7500,0.003147,1 in 318,0.811075,249,307,180
9.0000,0.003147,1 in 318,0.778547,225,289,180
9.2500,0.003147,1 in 318,0.774704,196,253,180
9.5000,0.003147,1 in 318,0.730159,184,252,180
9.7500,0.003147,1 in 318,0.769231,180,234,180
10.0000,0.003147,1 in 318,0.766234,177,231,180
10.2500,0.003147,1 in 318,0.796460,180,226,180
10.5000,0.003147,1 in 318,0.738589,178,241,180
10.7500,0.003147,1 in 318,0.753191,177,235,180
11.0000,0.003147,1 in 318,0.790179,177,224,180
11.2500,0.003147,1 in 318,0.717300,170,237,180
11.5000,0.003147,1 in 318,0.735683,167,227,180
11.7500,0.003147,1 in 318,0.765487,173,226,180
12.0000,0.003147,1 in 318,0.745690,173,232,180
1.0000,0.003334,1 in 300,0.957216,1499,1566,180
1.2500,0.003334,1 in 300,0.953524,1231,1291,180
1.5000,0.003334,1 in 300,0.942623,1035,1098,180
1.7500,0.003334,1 in 300,0.934647,901,964,180
2.0000,0.003334,1 in 300,0.915621,803,877,180
2.2500,0.003334,1 in 300,0.914286,704,770,180
2.5000,0.003334,1 in 300,0.920000,667,725,180
2.7500,0.003334,1 in 300,0.911722,630,691,180
3.0000,0.003334,1 in 300,0.915282,551,602,180
3.2500,0.003334,1 in 300,0.882033,486,551,180
3.5000,0.003334,1 in 300,0.909420,502,552,180
3.7500,0.003334,1 in 300,0.881603,484,549,180
4.0000,0.003334,1 in 300,0.889524,467,525,180
4.2500,0.003334,1 in 300,0.888000,444,500,180
4.5000,0.003334,1 in 300,0.902098,387,429,180
4.7500,0.003334,1 in 300,0.867876,335,386,180
5.0000,0.003334,1 in 300,0.881890,336,381,180
5.2500,0.003334,1 in 300,0.868074,329,379,180
5.5000,0.003334,1 in 300,0.828645,324,391,180
5.7500,0.003334,1 in 300,0.829457,321,387,180
6.0000,0.003334,1 in 300,0.842520,321,381,180
6.2500,0.003334,1 in 300,0.848564,325,383,180
6.5000,0.003334,1 in 300,0.828947,315,380,180
6.7500,0.003334,1 in 300,0.842105,320,380,180
7.0000,0.003334,1 in 300,0.866120,317,366,180
7.2500,0.003334,1 in 300,0.805851,303,376,180
7.5000,0.003334,1 in 300,0.847826,312,368,180
7.7500,0.003334,1 in 300,0.840659,306,364,180
8.0000,0.003334,1 in 300,0.815427,296,363,180
8.2500,0.003334,1 in 300,0.831884,287,345,180
8.5000,0.003334,1 in 300,0.808383,270,334,180
8.7500,0.003334,1 in 300,0.761905,240,315,180
9.0000,0.003334,1 in 300,0.774648,220,284,180
9.2500,0.003334,1 in 300,0.785156,201,256,180
9.5000,0.003334,1 in 300,0.809524,187,231,180
9.7500,0.003334,1 in 300,0.783186,177,226,180
10.0000,0.003334,1 in 300,0.746835,177,237,180
10.2500,0.003334,1 in 300,0.721311,176,244,180
10.5000,0.003334,1 in 300,0.707317,174,246,180
10.7500,0.003334,1 in 300,0.748936,176,235,180
11.0000,0.003334,1 in 300,0.726141,175,241,180
11.2500,0.003334,1 in 300,0.765217,176,230,180
11.5000,0.003334,1 in 300,0.739316,173,234,180
11.7500,0.003334,1 in 300,0.698745,167,239,180
12.0000,0.003334,1 in 300,0.719149,169,235,180
1.0000,0.003531,1 in 283,0.959288,1508,1572,180
1.2500,0.003531,1 in 283,0.945946,1225,1295,180
1.5000,0.003531,1 in 283,0.940801,1033,1098,180
1.7500,0.003531,1 in 283,0.930570,898,965,180
2.0000,0.003531,1 in 283,0.929304,815,877,180
2.2500,0.003531,1 in 283,0.919376,707,769,180
2.5000,0.003531,1 in 283,0.904696,655,724,180
2.7500,0.003531,1 in 283,0.887608,616,694,180
3.0000,0.003531,1 in 283,0.867430,530,611,180
3.2500,0.003531,1 in 283,0.892665,499,559,180
3.5000,0.003531,1 in 283,0.869328,479,551,180
3.7500,0.003531,1 in 283,0.883848,487,551,180
4.0000,0.003531,1 in 283,0.889943,469,527,180
4.2500,0.003531,1 in 283,0.877756,438,499,180
4.5000,0.003531,1 in 283,0.859091,378,440,180
4.7500,0.003531,1 in 283,0.838791,333,397,180
5.0000,0.003531,1 in 283,0.815461,327,401,180
5.2500,0.003531,1 in 283,0.803030,318,396,180
5.5000,0.003531,1 in 283,0.857513,331,386,180
5.7500,0.003531,1 in 283,0.831202,325,391,180
6.0000,0.003531,1 in 283,0.822622,320,389,180
6.2500,0.003531,1 in 283,0.841146,323,384,180
6.5000,0.003531,1 in 283,0.844327,320,379,180
6.7500,0.003531,1 in 283,0.802632,305,380,180
7.0000,0.003531,1 in 283,0.816000,306,375,180
7.2500,0.003531,1 in 283,0.841823,314,373,180
7.5000,0.003531,1 in 283,0.832447,313,376,180
7.7500,0.003531,1 in 283,0.850136,312,367,180
8.0000,0.003531,1 in 283,0.849162,304,358,180
8.2500,0.003531,1 in 283,0.855491,296,346,180
8.5000,0.003531,1 in 283,0.755102,259,343,180
8.7500,0.003531,1 in 283,0.789308,251,318,180
9.0000,0.003531,1 in 283,0.740484,214,289,180
9.2500,0.003531,1 in 283,0.726937,197,271,180
9.5000,0.003531,1 in 283,0.799145,187,234,180
9.7500,0.003531,1 in 283,0.714859,178,249,180
10.0000,0.003531,1 in 283,0.727273,176,242,180
10.2500,0.003531,1 in 283,0.720648,178,247,180
10.5000,0.003531,1 in 283,0.781659,179,229,180
10.7500,0.003531,1 in 283,0.727273,176,242,180
11.0000,0.003531,1 in 283,0.680328,166,244,180
11.2500,0.003531,1 in 283,0.761062,172,226,180
11.5000,0.003531,1 in 283,0.748918,173,231,180
11.7500,0.003531,1 in 283,0.726496,170,234,180
12.0000,0.003531,1 in 283,0.681633,167,245,180
1.0000,0.003741,1 in 267,0.965495,1511,1565,180
1.2500,0.003741,1 in 267,0.945174,1224,1295,180
1.5000,0.003741,1 in 267,0.932605,1024,1098,180
1.7500,0.003741,1 in 267,0.928645,898,967,180
2.0000,0.003741,1 in 267,0.926136,815,880,180
2.2500,0.003741,1 in 267,0.918394,709,772,180
2.5000,0.003741,1 in 267,0.908966,659,725,180
2.7500,0.003741,1 in 267,0.895954,620,692,180
3.0000,0.003741,1 in 267,0.906977,546,602,180
3.2500,0.003741,1 in 267,0.879061,487,554,180
3.5000,0.003741,1 in 267,0.867754,479,552,180
3.7500,0.003741,1 in 267,0.889706,484,544,180
4.0000,0.003741,1 in 267,0.875472,464,530,180
4.2500,0.003741,1 in 267,0.878486,441,502,180
4.5000,0.003741,1 in 267,0.870455,383,440,180
4.7500,0.003741,1 in 267,0.804511,321,399,180
5.0000,0.003741,1 in 267,0.833333,330,396,180
5.2500,0.003741,1 in 267,0.831202,325,391,180
5.5000,0.003741,1 in 267,0.810606,321,396,180
5.7500,0.003741,1 in 267,0.847368,322,380,180
6.0000,0.003741,1 in 267,0.855263,325,380,180
6.2500,0.003741,1 in 267,0.829457,321,387,180
6.5000,0.003741,1 in 267,0.781579,297,380,180
6.7500,0.003741,1 in 267,0.851351,315,370,180
7.0000,0.003741,1 in 267,0.839674,309,368,180
7.2500,0.003741,1 in 267,0.818182,306,374,180
7.5000,0.003741,1 in 267,0.776000,291,375,180
7.7500,0.003741,1 in 267,0.799465,299,374,180
8.0000,0.003741,1 in 267,0.792818,287,362,180
8.2500,0.003741,1 in 267,0.843023,290,344,180
8.5000,0.003741,1 in 267,0.849693,277,326,180
8.7500,0.003741,1 in 267,0.826230,252,305,180
9.0000,0.003741,1 in 267,0.752577,219,291,180
9.2500,0.003741,1 in 267,0.754789,197,261,180
9.5000,0.003741,1 in 267,0.689394,182,264,180
9.7500,0.003741,1 in 267,0.718367,176,245,180
10.0000,0.003741,1 in 267,0.677291,170,251,180
10.2500,0.003741,1 in 267,0.724280,176,243,180
10.5000,0.003741,1 in 267,0.734440,177,241,180
10.7500,0.003741,1 in 267,0.740586,177,239,180
11.0000,0.003741,1 in 267,0.721519,171,237,180
11.2500,0.003741,1 in 267,0.705394,170,241,180
11.5000,0.003741,1 in 267,0.735043,172,234,180
11.7500,0.003741,1 in 267,0.707627,167,236,180
12.0000,0.003741,1 in 267,0.760000,171,225,180
1.0000,0.003962,1 in 252,0.947100,1486,1569,180
1.2500,0.003962,1 in 252,0.947328,1223,1291,180
1.5000,0.003962,1 in 252,0.934366,1025,1097,180
1.7500,0.003962,1 in 252,0.909091,880,968,180
2.0000,0.003962,1 in 252,0.920455,810,880,180
2.2500,0.003962,1 in 252,0.904021,697,771,180
2.5000,0.003962,1 in 252,0.914483,663,725,180
2.7500,0.003962,1 in 252,0.909483,633,696,180
3.0000,0.003962,1 in 252,0.880328,537,610,180
3.2500,0.003962,1 in 252,0.875899,487,556,180
3.5000,0.003962,1 in 252,0.875686,479,547,180
3.7500,0.003962,1 in 252,0.884826,484,547,180
4.0000,0.003962,1 in 252,0.858209,460,536,180
4.2500,0.003962,1 in 252,0.855731,433,506,180
4.5000,0.003962,1 in 252,0.838137,378,451,180
4.7500,0.003962,1 in 252,0.831266,335,403,180
5.0000,0.003962,1 in 252,0.826303,333,403,180
5.2500,0.003962,1 in 252,0.804569,317,394,180
5.5000,0.003962,1 in 252,0.802532,317,395,180
5.7500,0.003962,1 in 252,0.815657,323,396,180
6.0000,0.003962,1 in 252,0.835938,321,384,180
6.2500,0.003962,1 in 252,0.792208,305,385,180
6.5000,0.003962,1 in 252,0.871658,326,374,180
6.7500,0.003962,1 in 252,0.803150,306,381,180
7.0000,0.003962,1 in 252,0.800000,300,375,180
7.2500,0.003962,1 in 252,0.836461,312,373,180
7.5000,0.003962,1 in 252,0.840541,311,370,180
7.7500,0.003962,1 in 252,0.796791,298,374,180
8.0000,0.003962,1 in 252,0.803867,291,362,180
8.2500,0.003962,1 in 252,0.806358,279,346,180
8.5000,0.003962,1 in 252,0.807229,268,332,180
8.7500,0.003962,1 in 252,0.769968,241,313,180
9.0000,0.003962,1 in 252,0.766784,217,283,180
9.2500,0.003962,1 in 252,0.742537,199,268,180
9.5000,0.003962,1 in 252,0.723320,183,253,180
9.7500,0.003962,1 in 252,0.727642,179,246,180
10.0000,0.003962,1 in 252,0.734177,174,237,180
10.2500,0.003962,1 in 252,0.738589,178,241,180
10.5000,0.003962,1 in 252,0.700000,175,250,180
10.7500,0.003962,1 in 252,0.702811,175,249,180
11.0000,0.003962,1 in 252,0.670588,171,255,180
11.2500,0.003962,1 in 252,0.701245,169,241,180
11.5000,0.003962,1 in 252,0.676230,165,244,180
11.7500,0.003962,1 in 252,0.722689,172,238,180
12.0000,0.003962,1 in 252,0.705394,170,241,180
1.0000,0.004197,1 in 238,0.955386,1499,1569,180
1.2500,0.004197,1 in 238,0.948837,1224,1290,180
1.5000,0.004197,1 in 238,0.939945,1033,1099,180
1.7500,0.004197,1 in 238,0.919958,885,962,180
2.0000,0.004197,1 in 238,0.904654,797,881,180
2.2500,0.004197,1 in 238,0.898327,698,777,180
2.5000,0.004197,1 in 238,0.907459,657,724,180
2.7500,0.004197,1 in 238,0.872857,611,700,180
3.0000,0.004197,1 in 238,0.892916,542,607,180
3.2500,0.004197,1 in 238,0.872495,479,549,180
3.5000,0.004197,1 in 238,0.872302,485,556,180
3.7500,0.004197,1 in 238,0.869485,473,544,180
4.0000,0.004197,1 in 238,0.870787,465,534,180
4.2500,0.004197,1 in 238,0.867850,440,507,180
4.5000,0.004197,1 in 238,0.831461,370,445,180
4.7500,0.004197,1 in 238,0.801471,327,408,180
5.0000,0.004197,1 in 238,0.814721,321,394,180
5.2500,0.004197,1 in 238,0.831202,325,391,180
5.5000,0.004197,1 in 238,0.833333,325,390,180
5.7500,0.004197,1 in 238,0.831606,321,386,180
6.0000,0.004197,1 in 238,0.828571,319,385,180
6.2500,0.004197,1 in 238,0.820779,316,385,180
6.5000,0.004197,1 in 238,0.789062,303,384,180
6.7500,0.004197,1 in 238,0.840970,312,371,180
7.0000,0.004197,1 in 238,0.810667,304,375,180
7.2500,0.004197,1 in 238,0.802667,301,375,180
7.5000,0.004197,1 in 238,0.819892,305,372,180
7.7500,0.004197,1 in 238,0.815718,301,369,180
8.0000,0.004197,1 in 238,0.813370,292,359,180
8.2500,0.004197,1 in 238,0.817391,282,345,180
8.5000,0.004197,1 in 238,0.795252,268,337,180
8.7500,0.004197,1 in 238,0.764890,244,319,180
9.0000,0.004197,1 in 238,0.736111,212,288,180
9.2500,0.004197,1 in 238,0.718978,197,274,180
9.5000,0.004197,1 in 238,0.726190,183,252,180
9.7500,0.004197,1 in 238,0.679389,178,262,180
10.0000,0.004197,1 in 238,0.666667,174,261,180
10.2500,0.004197,1 in 238,0.714859,178,249,180
10.5000,0.004197,1 in 238,0.736626,179,243,180
10.7500,0.004197,1 in 238,0.713115,174,244,180
11.0000,0.004197,1 in 238,0.713693,172,241,180
11.2500,0.004197,1 in 238,0.723684,165,228,180
11.5000,0.004197,1 in 238,0.680162,168,247,180
11.7500,0.004197,1 in 238,0.691057,170,246,180
12.0000,0.004197,1 in 238,0.658537,162,246,180
1.0000,0.004446,1 in 225,0.945153,1482,1568,180
1.2500,0.004446,1 in 225,0.939722,1216,1294,180
1.5000,0.004446,1 in 225,0.931569,1021,1096,180
1.7500,0.004446,1 in 225,0.911065,881,967,180
2.0000,0.004446,1 in 225,0.927273,816,880,180
2.2500,0.004446,1 in 225,0.882124,681,772,180
2.5000,0.004446,1 in 225,0.875000,637,728,180
2.7500,0.004446,1 in 225,0.882521,616,698,180
3.0000,0.004446,1 in 225,0.841762,516,613,180
3.2500,0.004446,1 in 225,0.826549,467,565,180
3.5000,0.004446,1 in 225,0.858423,479,558,180
3.7500,0.004446,1 in 225,0.874317,480,549,180
4.0000,0.004446,1 in 225,0.826742,439,531,180
4.2500,0.004446,1 in 225,0.853465,431,505,180
4.5000,0.004446,1 in 225,0.841629,372,442,180
4.7500,0.004446,1 in 225,0.845570,334,395,180
5.0000,0.004446,1 in 225,0.808458,325,402,180
5.2500,0.004446,1 in 225,0.800000,320,400,180
5.5000,0.004446,1 in 225,0.791349,311,393,180
5.7500,0.004446,1 in 225,0.820513,320,390,180
6.0000,0.004446,1 in 225,0.787013,303,385,180
6.2500,0.004446,1 in 225,0.805699,311,386,180
6.5000,0.004446,1 in 225,0.774869,296,382,180
6.7500,0.004446,1 in 225,0.782609,306,391,180
7.0000,0.004446,1 in 225,0.793103,299,377,180
7.2500,0.004446,1 in 225,0.774278,295,381,180
7.5000,0.004446,1 in 225,0.793103,299,377,180
7.7500,0.004446,1 in 225,0.789333,296,375,180
8.0000,0.004446,1 in 225,0.770270,285,370,180
8.2500,0.004446,1 in 225,0.761364,268,352,180
8.5000,0.004446,1 in 225,0.771513,260,337,180
8.7500,0.004446,1 in 225,0.753894,242,321,180
9.0000,0.004446,1 in 225,0.772414,224,290,180
9.2500,0.004446,1 in 225,0.669039,188,281,180
9.5000,0.004446,1 in 225,0.736220,187,254,180
9.7500,0.004446,1 in 225,0.701195,176,251,180
10.0000,0.004446,1 in 225,0.682540,172,252,180
10.2500,0.004446,1 in 225,0.640449,171,267,180
10.5000,0.004446,1 in 225,0.636704,170,267,180
10.7500,0.004446,1 in 225,0.702381,177,252,180
11.0000,0.004446,1 in 225,0.667954,173,259,180
11.2500,0.004446,1 in 225,0.660000,165,250,180
11.5000,0.004446,1 in 225,0.699153,165,236,180
11.7500,0.004446,1 in 225,0.686192,164,239,180
12.0000,0.004446,1 in 225,0.726087,167,230,180
1.0000,0.004709,1 in 212,0.942639,1479,1569,180
1.2500,0.004709,1 in 212,0.921053,1190,1292,180
1.5000,0.004709,1 in 212,0.936537,1033,1103,180
1.7500,0.004709,1 in 212,0.904025,876,969,180
2.0000,0.004709,1 in 212,0.902273,794,880,180
2.2500,0.004709,1 in 212,0.880208,676,768,180
2.5000,0.004709,1 in 212,0.896122,647,722,180
2.7500,0.004709,1 in 212,0.862464,602,698,180
3.0000,0.004709,1 in 212,0.855049,525,614,180
3.2500,0.004709,1 in 212,0.856373,477,557,180
3.5000,0.004709,1 in 212,0.856383,483,564,180
3.7500,0.004709,1 in 212,0.851648,465,546,180
4.0000,0.004709,1 in 212,0.863296,461,534,180
4.2500,0.004709,1 in 212,0.839844,430,512,180
4.5000,0.004709,1 in 212,0.804396,366,455,180
4.7500,0.004709,1 in 212,0.775414,328,423,180
5.0000,0.004709,1 in 212,0.769417,317,412,180
5.2500,0.004709,1 in 212,0.787654,319,405,180
5.5000,0.004709,1 in 212,0.780788,317,406,180
